0.75	0.89	1	1.1	1.15	1.1	1	0.89	0.75
1.63	1.51	1.32	1.4	1.18	0.95	0.69	0.4	0.14
2.39	2.11	1.8	1.44	1.02	0.55	0.27	-0.25	-0.63
3.39	2.75	2.08	1.45	0.85	0.35	-0.2	-0.55	-1.05
5.05	4.5	2.37	1.5	0.76	0.11	-0.5	-1.0	-1.65
0.9	0.95	1.0	1.05	1.1	1.05	1.0	0.95	0.9
0.75	1.12	1.12	1.12	1.06	0.99	0.9	0.85	0.75
1.35	1.29	1.22	1.12	1.0	0.9	0.8	0.7	0.65
1.6	1.45	1.27	1.1	0.95	0.83	0.73	0.65	0.6
1.95	1.6	1.32	1.08	0.9	0.75	0.61	0.58	0.5
